performance_id,show_id,song_id,set_number,set_label,position_in_set,encore,segue_into_next,performance_notes,source_key,source_record_id
gd-1965-05-26-i-m-a-king-bee-1-1,gd-1965-05-26,song-i-m-a-king-bee,1,Set 1,1,false,false,"Source song UUID d9fb6417-c9bc-4511-a622-f0e1386d4c4a; source label ""I'm A King Bee"".",gdshowsdb,d9fb6417-c9bc-4511-a622-f0e1386d4c4a
gd-1965-12-18-midnight-hour-1-1,gd-1965-12-18,song-midnight-hour,1,Set 1,1,false,false,Source song UUID 3d1becdf-e14e-4d47-b936-df3c91fcca30; source label 'Midnight Hour'.,gdshowsdb,3d1becdf-e14e-4d47-b936-df3c91fcca30
gd-1966-01-07-i-know-it-s-a-sin-1-1,gd-1966-01-07,song-i-know-it-s-a-sin,1,Set 1,1,false,false,"Source song UUID c68b1491-3be5-4576-827e-062a7ba21042; source label ""I Know It's A Sin"".",gdshowsdb,c68b1491-3be5-4576-827e-062a7ba21042
gd-1966-01-07-sick-and-tired-1-2,gd-1966-01-07,song-sick-and-tired,1,Set 1,2,false,false,Source song UUID e993fa21-463d-47b1-b3d4-6c26ac370289; source label 'Sick And Tired'.,gdshowsdb,e993fa21-463d-47b1-b3d4-6c26ac370289
gd-1966-01-07-mindbender-1-3,gd-1966-01-07,song-mindbender,1,Set 1,3,false,false,Source song UUID fdffbf2a-e393-428a-a68d-1d205f33d619; source label 'Mindbender'.,gdshowsdb,fdffbf2a-e393-428a-a68d-1d205f33d619
gd-1966-01-07-on-the-road-again-1-4,gd-1966-01-07,song-on-the-road-again,1,Set 1,4,false,false,Source song UUID 00bdef32-85fc-429a-8b65-1a70753e6531; source label 'On The Road Again'.,gdshowsdb,00bdef32-85fc-429a-8b65-1a70753e6531
gd-1966-01-07-she-belongs-to-me-1-5,gd-1966-01-07,song-she-belongs-to-me,1,Set 1,5,false,false,Source song UUID d5c27789-be8c-45cb-b3a0-c00a90cf8bdb; source label 'She Belongs To Me'.,gdshowsdb,d5c27789-be8c-45cb-b3a0-c00a90cf8bdb
gd-1966-01-07-i-ll-go-crazy-1-6,gd-1966-01-07,song-i-ll-go-crazy,1,Set 1,6,false,false,"Source song UUID 504b137f-8441-4be3-9687-f9b433a40c4c; source label ""I'll Go Crazy"".",gdshowsdb,504b137f-8441-4be3-9687-f9b433a40c4c
gd-1966-01-07-can-t-come-down-1-7,gd-1966-01-07,song-can-t-come-down,1,Set 1,7,false,false,"Source song UUID 28b3ba36-ee26-49bd-aa06-a9cabe716634; source label ""Can't Come Down"".",gdshowsdb,28b3ba36-ee26-49bd-aa06-a9cabe716634
gd-1966-01-07-death-don-t-have-no-mercy-1-8,gd-1966-01-07,song-death-don-t-have-no-mercy,1,Set 1,8,false,false,"Source song UUID 74753802-da64-4eee-9f04-82aefaf826d1; source label ""Death Don't Have No Mercy"".",gdshowsdb,74753802-da64-4eee-9f04-82aefaf826d1
gd-1966-01-07-parchman-farm-1-9,gd-1966-01-07,song-parchman-farm,1,Set 1,9,false,false,Source song UUID cdc150f3-695b-4ae6-a527-d7ec194c1994; source label 'Parchman Farm'.,gdshowsdb,cdc150f3-695b-4ae6-a527-d7ec194c1994
gd-1966-01-07-midnight-hour-1-10,gd-1966-01-07,song-midnight-hour,1,Set 1,10,false,false,Source song UUID d597ce22-f177-4194-bbea-6c6419a12d2a; source label 'Midnight Hour'.,gdshowsdb,d597ce22-f177-4194-bbea-6c6419a12d2a
gd-1966-01-07-the-only-time-is-now-1-11,gd-1966-01-07,song-the-only-time-is-now,1,Set 1,11,false,false,Source song UUID d0fb8e89-e342-4a1f-8d94-28065974355f; source label 'The Only Time Is Now'.,gdshowsdb,d0fb8e89-e342-4a1f-8d94-28065974355f
gd-1966-01-07-early-morning-rain-1-12,gd-1966-01-07,song-early-morning-rain,1,Set 1,12,false,false,Source song UUID 50c6334e-7ac8-4af2-8723-ffa002575608; source label 'Early Morning Rain'.,gdshowsdb,50c6334e-7ac8-4af2-8723-ffa002575608
gd-1966-01-07-it-s-all-over-now-baby-blue-1-13,gd-1966-01-07,song-it-s-all-over-now-baby-blue,1,Set 1,13,false,false,"Source song UUID e117e480-51f2-419d-8c79-560a4b2682ef; source label ""It's All Over Now Baby Blue"".",gdshowsdb,e117e480-51f2-419d-8c79-560a4b2682ef
gd-1966-01-08-i-m-a-king-bee-1-1,gd-1966-01-08,song-i-m-a-king-bee,1,Set 1,1,false,false,"Source song UUID 4e518928-d2bb-4b5b-a5b9-112dd3c9d9f4; source label ""I'm A King Bee"".",gdshowsdb,4e518928-d2bb-4b5b-a5b9-112dd3c9d9f4
gd-1966-01-08-hog-for-you-baby-1-2,gd-1966-01-08,song-hog-for-you-baby,1,Set 1,2,false,false,Source song UUID 909d8067-ea85-4b46-88f9-aaae125036ac; source label 'Hog For You Baby'.,gdshowsdb,909d8067-ea85-4b46-88f9-aaae125036ac
gd-1966-01-08-caution-1-3,gd-1966-01-08,song-caution,1,Set 1,3,false,false,Source song UUID 48bdd1ab-0e94-445a-afa5-f93b299cce01; source label 'Caution'.,gdshowsdb,48bdd1ab-0e94-445a-afa5-f93b299cce01
gd-1966-01-08-death-don-t-have-no-mercy-1-4,gd-1966-01-08,song-death-don-t-have-no-mercy,1,Set 1,4,false,false,"Source song UUID de4ec6be-1020-4317-94c4-0b46339dd2fe; source label ""Death Don't Have No Mercy"".",gdshowsdb,de4ec6be-1020-4317-94c4-0b46339dd2fe
gd-1966-01-08-star-spangled-banner-1-5,gd-1966-01-08,song-star-spangled-banner,1,Set 1,5,false,false,Source song UUID 909ec17f-9da5-484c-a5c1-895c588b1e02; source label 'Star Spangled Banner'.,gdshowsdb,909ec17f-9da5-484c-a5c1-895c588b1e02
gd-1966-01-13-all-of-my-love-1-1,gd-1966-01-13,song-all-of-my-love,1,Set 1,1,false,false,Source song UUID 779be5bd-4892-48c8-aa8a-b23ed3a63dd4; source label 'All Of My Love'.,gdshowsdb,779be5bd-4892-48c8-aa8a-b23ed3a63dd4
gd-1966-01-13-hog-for-you-baby-1-2,gd-1966-01-13,song-hog-for-you-baby,1,Set 1,2,false,false,Source song UUID 63bba658-0d49-4029-b6b2-19a538db0ed6; source label 'Hog For You Baby'.,gdshowsdb,63bba658-0d49-4029-b6b2-19a538db0ed6
gd-1966-01-28-you-don-t-have-to-ask-1-1,gd-1966-01-28,song-you-don-t-have-to-ask,1,Set 1,1,false,false,"Source song UUID bd0cb6e9-e689-4b21-b054-e54090c0b856; source label ""You Don't Have To Ask"".",gdshowsdb,bd0cb6e9-e689-4b21-b054-e54090c0b856
gd-1966-01-28-viola-lee-blues-2-1,gd-1966-01-28,song-viola-lee-blues,2,Set 2,1,false,false,Source song UUID 48b786c6-4a64-48bf-a582-726fe0958f43; source label 'Viola Lee Blues'.,gdshowsdb,48b786c6-4a64-48bf-a582-726fe0958f43
gd-1966-01-28-i-know-you-rider-2-2,gd-1966-01-28,song-i-know-you-rider,2,Set 2,2,false,false,Source song UUID e1a87aae-fa41-46da-a684-ffa69ff753b7; source label 'I Know You Rider'.,gdshowsdb,e1a87aae-fa41-46da-a684-ffa69ff753b7
gd-1966-01-28-midnight-hour-2-3,gd-1966-01-28,song-midnight-hour,2,Set 2,3,false,false,Source song UUID c2911fb5-f724-4d91-829e-310dcfa1c24a; source label 'Midnight Hour'.,gdshowsdb,c2911fb5-f724-4d91-829e-310dcfa1c24a
gd-1966-02-06-tastebud-1-1,gd-1966-02-06,song-tastebud,1,Set 1,1,false,false,Source song UUID 6ebe3f5a-b859-456d-9f2d-2197c19a402b; source label 'Tastebud'.,gdshowsdb,6ebe3f5a-b859-456d-9f2d-2197c19a402b
gd-1966-02-06-mindbender-1-2,gd-1966-02-06,song-mindbender,1,Set 1,2,false,false,Source song UUID 0344035c-3430-43ff-8e3c-69641f2930a4; source label 'Mindbender'.,gdshowsdb,0344035c-3430-43ff-8e3c-69641f2930a4
gd-1966-02-06-one-kind-favor-1-3,gd-1966-02-06,song-one-kind-favor,1,Set 1,3,false,false,Source song UUID 1f72a3af-0a00-4580-8ba2-1321e30d6176; source label 'One Kind Favor'.,gdshowsdb,1f72a3af-0a00-4580-8ba2-1321e30d6176
gd-1966-02-06-beat-it-on-down-the-line-1-4,gd-1966-02-06,song-beat-it-on-down-the-line,1,Set 1,4,false,false,Source song UUID 237739ff-272c-4d25-94eb-0a4538dcb389; source label 'Beat It On Down The Line'.,gdshowsdb,237739ff-272c-4d25-94eb-0a4538dcb389
gd-1966-02-06-the-only-time-is-now-1-5,gd-1966-02-06,song-the-only-time-is-now,1,Set 1,5,false,false,Source song UUID da5ff381-cdca-42d2-96d6-d75ff59a4cf1; source label 'The Only Time Is Now'.,gdshowsdb,da5ff381-cdca-42d2-96d6-d75ff59a4cf1
gd-1966-02-12-twist-and-shout-1-1,gd-1966-02-12,song-twist-and-shout,1,Set 1,1,false,false,Source song UUID bd3525ee-b85a-44ca-8aa2-9caab8399494; source label 'Twist And Shout'.,gdshowsdb,bd3525ee-b85a-44ca-8aa2-9caab8399494
gd-1966-03-12-viola-lee-blues-1-1,gd-1966-03-12,song-viola-lee-blues,1,Set 1,1,false,false,Source song UUID 1fcc06f1-1ff8-4f34-9302-acf463ae1237; source label 'Viola Lee Blues'.,gdshowsdb,1fcc06f1-1ff8-4f34-9302-acf463ae1237
gd-1966-03-12-one-kind-favor-1-2,gd-1966-03-12,song-one-kind-favor,1,Set 1,2,false,false,Source song UUID 9feae3f6-fccd-4600-8f5a-838abfdf50b9; source label 'One Kind Favor'.,gdshowsdb,9feae3f6-fccd-4600-8f5a-838abfdf50b9
gd-1966-03-12-i-know-you-rider-1-3,gd-1966-03-12,song-i-know-you-rider,1,Set 1,3,false,false,Source song UUID 3a10437a-f353-4bce-8653-4d9c7c625fc5; source label 'I Know You Rider'.,gdshowsdb,3a10437a-f353-4bce-8653-4d9c7c625fc5
gd-1966-03-12-you-see-a-broken-heart-1-4,gd-1966-03-12,song-you-see-a-broken-heart,1,Set 1,4,false,false,Source song UUID 5d54316a-e0a1-469f-aa79-0c3885d484e4; source label 'You See A Broken Heart'.,gdshowsdb,5d54316a-e0a1-469f-aa79-0c3885d484e4
gd-1966-03-12-i-know-it-s-a-sin-1-5,gd-1966-03-12,song-i-know-it-s-a-sin,1,Set 1,5,false,false,"Source song UUID 28332335-2303-4820-9ee6-f09a01e982d3; source label ""I Know It's A Sin"".",gdshowsdb,28332335-2303-4820-9ee6-f09a01e982d3
gd-1966-03-12-beat-it-on-down-the-line-1-6,gd-1966-03-12,song-beat-it-on-down-the-line,1,Set 1,6,false,false,Source song UUID b770f85f-a6b2-4939-b1a6-32f472df7887; source label 'Beat It On Down The Line'.,gdshowsdb,b770f85f-a6b2-4939-b1a6-32f472df7887
gd-1966-03-12-heads-up-1-7,gd-1966-03-12,song-heads-up,1,Set 1,7,false,false,Source song UUID 5413ffee-eaa9-4a0f-b716-4415441fa2b8; source label 'Heads Up'.,gdshowsdb,5413ffee-eaa9-4a0f-b716-4415441fa2b8
gd-1966-03-12-next-time-you-see-me-1-8,gd-1966-03-12,song-next-time-you-see-me,1,Set 1,8,false,false,Source song UUID ef265a27-41b7-4b4b-8d7b-14abe9448333; source label 'Next Time You See Me'.,gdshowsdb,ef265a27-41b7-4b4b-8d7b-14abe9448333
gd-1966-03-12-unidentified-19660312-02-blues-instrumental-1-9,gd-1966-03-12,song-unidentified-19660312-02-blues-instrumental,1,Set 1,9,false,false,Source song UUID f920fb14-924a-4e4a-bcdc-02f473f5c746; source label 'unidentified-19660312-02 (blues instrumental)'.,gdshowsdb,f920fb14-924a-4e4a-bcdc-02f473f5c746
gd-1966-03-12-death-don-t-have-no-mercy-1-10,gd-1966-03-12,song-death-don-t-have-no-mercy,1,Set 1,10,false,false,"Source song UUID 6afb761d-9bdf-4441-9b53-19fa68bbe119; source label ""Death Don't Have No Mercy"".",gdshowsdb,6afb761d-9bdf-4441-9b53-19fa68bbe119
gd-1966-03-12-midnight-hour-1-11,gd-1966-03-12,song-midnight-hour,1,Set 1,11,false,false,Source song UUID 5149614e-9c35-4259-bf36-1fd9f5c252bc; source label 'Midnight Hour'.,gdshowsdb,5149614e-9c35-4259-bf36-1fd9f5c252bc
gd-1966-03-19-viola-lee-blues-1-1,gd-1966-03-19,song-viola-lee-blues,1,Set 1,1,false,false,Source song UUID 63a76f55-67d9-4dcb-880a-e1f29dd19460; source label 'Viola Lee Blues'.,gdshowsdb,63a76f55-67d9-4dcb-880a-e1f29dd19460
gd-1966-03-25-stealin-1-1,gd-1966-03-25,song-stealin,1,Set 1,1,false,false,"Source song UUID 444f6893-e58a-4cfb-b9ce-68294213053d; source label ""Stealin'"".",gdshowsdb,444f6893-e58a-4cfb-b9ce-68294213053d
gd-1966-03-25-unidentified-19660325-01-1-2,gd-1966-03-25,song-unidentified-19660325-01,1,Set 1,2,false,false,Source song UUID 196a7e5c-c0b8-440f-a3b5-f50f82161006; source label 'unidentified-19660325-01'.,gdshowsdb,196a7e5c-c0b8-440f-a3b5-f50f82161006
gd-1966-03-25-hey-little-one-1-3,gd-1966-03-25,song-hey-little-one,1,Set 1,3,false,false,Source song UUID 6c290d29-f3ac-4f54-b91f-56aed6e97332; source label 'Hey Little One'.,gdshowsdb,6c290d29-f3ac-4f54-b91f-56aed6e97332
gd-1966-03-25-hog-for-you-baby-1-4,gd-1966-03-25,song-hog-for-you-baby,1,Set 1,4,false,false,Source song UUID 7add12b7-50eb-4825-baa4-4366acf1731d; source label 'Hog For You Baby'.,gdshowsdb,7add12b7-50eb-4825-baa4-4366acf1731d
gd-1966-03-25-you-don-t-have-to-ask-1-5,gd-1966-03-25,song-you-don-t-have-to-ask,1,Set 1,5,false,false,"Source song UUID 0bae4e45-6806-465b-8229-bf8b729bbca7; source label ""You Don't Have To Ask"".",gdshowsdb,0bae4e45-6806-465b-8229-bf8b729bbca7
gd-1966-03-25-cold-rain-and-snow-2-1,gd-1966-03-25,song-cold-rain-and-snow,2,Set 2,1,false,false,Source song UUID 8509471c-f951-4a5f-84cf-341c0d7fcf64; source label 'Cold Rain And Snow'.,gdshowsdb,8509471c-f951-4a5f-84cf-341c0d7fcf64
gd-1966-03-25-next-time-you-see-me-2-2,gd-1966-03-25,song-next-time-you-see-me,2,Set 2,2,false,false,Source song UUID bfe7a668-0bdb-4faf-b70b-1e6616c12663; source label 'Next Time You See Me'.,gdshowsdb,bfe7a668-0bdb-4faf-b70b-1e6616c12663
gd-1966-04-22-beat-it-on-down-the-line-1-1,gd-1966-04-22,song-beat-it-on-down-the-line,1,Set 1,1,false,false,Source song UUID a5929cea-f603-4d6e-9a5c-dfa7a21174a2; source label 'Beat It On Down The Line'.,gdshowsdb,a5929cea-f603-4d6e-9a5c-dfa7a21174a2
gd-1966-04-22-good-morning-little-schoolgirl-1-2,gd-1966-04-22,song-good-morning-little-schoolgirl,1,Set 1,2,false,true,Source song UUID 207004fc-b4f0-43db-bee1-3ffa50f02336; source label 'Good Morning Little Schoolgirl'.,gdshowsdb,207004fc-b4f0-43db-bee1-3ffa50f02336
gd-1966-04-22-you-don-t-love-me-1-3,gd-1966-04-22,song-you-don-t-love-me,1,Set 1,3,false,true,"Source song UUID 0275e940-79c0-489f-8f3d-4317a6b7b90f; source label ""You Don't Love Me"".",gdshowsdb,0275e940-79c0-489f-8f3d-4317a6b7b90f
gd-1966-04-22-good-morning-little-schoolgirl-1-4,gd-1966-04-22,song-good-morning-little-schoolgirl,1,Set 1,4,false,false,Source song UUID 7b66276a-9e99-45e4-be54-8e71828b2fc8; source label 'Good Morning Little Schoolgirl'.,gdshowsdb,7b66276a-9e99-45e4-be54-8e71828b2fc8
gd-1966-04-24-i-know-it-s-a-sin-1-1,gd-1966-04-24,song-i-know-it-s-a-sin,1,Set 1,1,false,false,"Source song UUID 10bc48f7-c604-46e3-a6bf-3d4272ebbe14; source label ""I Know It's A Sin"".",gdshowsdb,10bc48f7-c604-46e3-a6bf-3d4272ebbe14
gd-1966-04-24-viola-lee-blues-1-2,gd-1966-04-24,song-viola-lee-blues,1,Set 1,2,false,true,Source song UUID 6badcaaf-4a12-4a27-98d4-7df66e74724d; source label 'Viola Lee Blues'.,gdshowsdb,6badcaaf-4a12-4a27-98d4-7df66e74724d
gd-1966-04-24-midnight-hour-1-3,gd-1966-04-24,song-midnight-hour,1,Set 1,3,false,false,Source song UUID 36adc931-e0dc-453d-a375-d7605ea09975; source label 'Midnight Hour'.,gdshowsdb,36adc931-e0dc-453d-a375-d7605ea09975
gd-1966-04-24-beat-it-on-down-the-line-1-4,gd-1966-04-24,song-beat-it-on-down-the-line,1,Set 1,4,false,false,Source song UUID 8c0fa069-96b6-45b2-8935-c3ea0212bc3a; source label 'Beat It On Down The Line'.,gdshowsdb,8c0fa069-96b6-45b2-8935-c3ea0212bc3a
gd-1966-04-24-blues-jam-1-5,gd-1966-04-24,song-blues-jam,1,Set 1,5,false,false,Source song UUID fdef29ff-d680-476b-9eb0-201a875ef13c; source label 'Blues Jam'.,gdshowsdb,fdef29ff-d680-476b-9eb0-201a875ef13c
gd-1966-05-07-midnight-hour-1-1,gd-1966-05-07,song-midnight-hour,1,Set 1,1,false,false,Source song UUID e032254c-480a-4900-94f8-6f187a5ab306; source label 'Midnight Hour'.,gdshowsdb,e032254c-480a-4900-94f8-6f187a5ab306
gd-1966-05-19-beat-it-on-down-the-line-1-1,gd-1966-05-19,song-beat-it-on-down-the-line,1,Set 1,1,false,false,Source song UUID df71d2b4-9b3b-4851-8b1d-a0fea38119a5; source label 'Beat It On Down The Line'.,gdshowsdb,df71d2b4-9b3b-4851-8b1d-a0fea38119a5
gd-1966-05-19-standing-on-the-corner-1-2,gd-1966-05-19,song-standing-on-the-corner,1,Set 1,2,false,false,Source song UUID f9484458-6b47-4e17-aefd-5659a269e296; source label 'Standing On The Corner'.,gdshowsdb,f9484458-6b47-4e17-aefd-5659a269e296
gd-1966-05-19-mindbender-1-3,gd-1966-05-19,song-mindbender,1,Set 1,3,false,false,Source song UUID e38dcbdd-58f3-455c-8a4c-d98e1cb86671; source label 'Mindbender'.,gdshowsdb,e38dcbdd-58f3-455c-8a4c-d98e1cb86671
gd-1966-05-19-hurts-me-too-1-4,gd-1966-05-19,song-hurts-me-too,1,Set 1,4,false,false,Source song UUID 57fef694-6949-4e5d-a4d9-edb2aab5b969; source label 'Hurts Me Too'.,gdshowsdb,57fef694-6949-4e5d-a4d9-edb2aab5b969
gd-1966-05-19-viola-lee-blues-1-5,gd-1966-05-19,song-viola-lee-blues,1,Set 1,5,false,false,Source song UUID c5b2a679-f468-4d82-8029-5c9257613e75; source label 'Viola Lee Blues'.,gdshowsdb,c5b2a679-f468-4d82-8029-5c9257613e75
gd-1966-05-19-i-know-you-rider-1-6,gd-1966-05-19,song-i-know-you-rider,1,Set 1,6,false,false,Source song UUID 33f74c78-e7e4-4c39-9ccd-a2ff830c3ed6; source label 'I Know You Rider'.,gdshowsdb,33f74c78-e7e4-4c39-9ccd-a2ff830c3ed6
gd-1966-05-19-i-know-it-s-a-sin-1-7,gd-1966-05-19,song-i-know-it-s-a-sin,1,Set 1,7,false,false,"Source song UUID adc1ccef-a990-42a6-b9b7-723d56c2de66; source label ""I Know It's A Sin"".",gdshowsdb,adc1ccef-a990-42a6-b9b7-723d56c2de66
gd-1966-05-19-sick-and-tired-1-8,gd-1966-05-19,song-sick-and-tired,1,Set 1,8,false,false,Source song UUID b2ea2ac1-4cdb-4a08-a2ff-66ecfb10d058; source label 'Sick And Tired'.,gdshowsdb,b2ea2ac1-4cdb-4a08-a2ff-66ecfb10d058
gd-1966-05-19-cream-puff-war-1-9,gd-1966-05-19,song-cream-puff-war,1,Set 1,9,false,false,Source song UUID f37611b4-2f7a-4e94-bd81-d2c97a263804; source label 'Cream Puff War'.,gdshowsdb,f37611b4-2f7a-4e94-bd81-d2c97a263804
gd-1966-05-19-sitting-on-top-of-the-world-2-1,gd-1966-05-19,song-sitting-on-top-of-the-world,2,Set 2,1,false,false,Source song UUID 8038d413-934c-4800-83ae-6311b465367a; source label 'Sitting On Top Of The World'.,gdshowsdb,8038d413-934c-4800-83ae-6311b465367a
gd-1966-05-19-minglewood-blues-2-2,gd-1966-05-19,song-minglewood-blues,2,Set 2,2,false,false,Source song UUID a15b48a1-29b0-40ac-bf84-ebfdd92fa43e; source label 'Minglewood Blues'.,gdshowsdb,a15b48a1-29b0-40ac-bf84-ebfdd92fa43e
gd-1966-05-19-cold-rain-and-snow-2-3,gd-1966-05-19,song-cold-rain-and-snow,2,Set 2,3,false,false,Source song UUID 7959e7eb-e26e-40ee-9c0d-5512cf07a23a; source label 'Cold Rain And Snow'.,gdshowsdb,7959e7eb-e26e-40ee-9c0d-5512cf07a23a
gd-1966-05-19-tastebud-2-4,gd-1966-05-19,song-tastebud,2,Set 2,4,false,false,Source song UUID 2b74939f-33db-429b-90fb-9f31782274bb; source label 'Tastebud'.,gdshowsdb,2b74939f-33db-429b-90fb-9f31782274bb
gd-1966-05-19-silver-threads-and-golden-needles-2-5,gd-1966-05-19,song-silver-threads-and-golden-needles,2,Set 2,5,false,false,Source song UUID 58f7b30c-87e3-4e5e-9abe-1826d07d2aec; source label 'Silver Threads And Golden Needles'.,gdshowsdb,58f7b30c-87e3-4e5e-9abe-1826d07d2aec
gd-1966-05-19-it-s-all-over-now-baby-blue-2-6,gd-1966-05-19,song-it-s-all-over-now-baby-blue,2,Set 2,6,false,false,"Source song UUID 5e1951c1-69b3-495c-86c4-05b6062fe3ce; source label ""It's All Over Now Baby Blue"".",gdshowsdb,5e1951c1-69b3-495c-86c4-05b6062fe3ce
gd-1966-05-19-good-lovin-2-7,gd-1966-05-19,song-good-lovin,2,Set 2,7,false,false,"Source song UUID d8731b46-52e9-468b-8199-01d75cad460d; source label ""Good Lovin'"".",gdshowsdb,d8731b46-52e9-468b-8199-01d75cad460d
gd-1966-05-19-you-don-t-have-to-ask-2-8,gd-1966-05-19,song-you-don-t-have-to-ask,2,Set 2,8,false,false,"Source song UUID ce12054b-4e99-47f6-84e1-2207fd01ea38; source label ""You Don't Have To Ask"".",gdshowsdb,ce12054b-4e99-47f6-84e1-2207fd01ea38
gd-1966-05-29-dancin-in-the-streets-1-1,gd-1966-05-29,song-dancin-in-the-streets,1,Set 1,1,false,false,"Source song UUID b15cd8b3-96ae-4b1f-a1ec-7da61e6084aa; source label ""Dancin' In The Streets"".",gdshowsdb,b15cd8b3-96ae-4b1f-a1ec-7da61e6084aa
gd-1966-06-03-mindbender-1-1,gd-1966-06-03,song-mindbender,1,Set 1,1,false,false,Source song UUID 175bcdbb-2a0b-4305-998d-e13c48c3c0b6; source label 'Mindbender'.,gdshowsdb,175bcdbb-2a0b-4305-998d-e13c48c3c0b6
gd-1966-07-03-nobody-s-fault-but-mine-1-1,gd-1966-07-03,song-nobody-s-fault-but-mine,1,Set 1,1,false,false,"Source song UUID 24d5afd8-40a2-4439-80ba-ef0debe10315; source label ""Nobody's Fault But Mine"".",gdshowsdb,24d5afd8-40a2-4439-80ba-ef0debe10315
gd-1966-07-03-dancin-in-the-streets-1-2,gd-1966-07-03,song-dancin-in-the-streets,1,Set 1,2,false,false,"Source song UUID 40933570-699e-47c9-8e35-94db3b3a8a5a; source label ""Dancin' In The Streets"".",gdshowsdb,40933570-699e-47c9-8e35-94db3b3a8a5a
gd-1966-07-03-i-know-you-rider-1-3,gd-1966-07-03,song-i-know-you-rider,1,Set 1,3,false,false,Source song UUID ccb33ff5-3676-48f5-94da-8f0a74c7d752; source label 'I Know You Rider'.,gdshowsdb,ccb33ff5-3676-48f5-94da-8f0a74c7d752
gd-1966-07-03-he-was-a-friend-of-mine-1-4,gd-1966-07-03,song-he-was-a-friend-of-mine,1,Set 1,4,false,false,Source song UUID c3ae2ef7-8a79-4a75-8bc0-60cf9846f26d; source label 'He Was A Friend Of Mine'.,gdshowsdb,c3ae2ef7-8a79-4a75-8bc0-60cf9846f26d
gd-1966-07-03-next-time-you-see-me-1-5,gd-1966-07-03,song-next-time-you-see-me,1,Set 1,5,false,false,Source song UUID 020c2ef4-20cc-4363-b5b9-5ecd81742bc5; source label 'Next Time You See Me'.,gdshowsdb,020c2ef4-20cc-4363-b5b9-5ecd81742bc5
gd-1966-07-03-viola-lee-blues-1-6,gd-1966-07-03,song-viola-lee-blues,1,Set 1,6,false,false,Source song UUID 6180567c-f55c-48b0-a2a9-68017e7dddd5; source label 'Viola Lee Blues'.,gdshowsdb,6180567c-f55c-48b0-a2a9-68017e7dddd5
gd-1966-07-03-big-boss-man-1-7,gd-1966-07-03,song-big-boss-man,1,Set 1,7,false,false,Source song UUID 6e2a474b-0656-47a9-bb3b-5448de11ac2f; source label 'Big Boss Man'.,gdshowsdb,6e2a474b-0656-47a9-bb3b-5448de11ac2f
gd-1966-07-03-sitting-on-top-of-the-world-1-8,gd-1966-07-03,song-sitting-on-top-of-the-world,1,Set 1,8,false,false,Source song UUID 5c9f95a1-2a42-4dff-b7c3-42618c7d4918; source label 'Sitting On Top Of The World'.,gdshowsdb,5c9f95a1-2a42-4dff-b7c3-42618c7d4918
gd-1966-07-03-keep-rolling-by-1-9,gd-1966-07-03,song-keep-rolling-by,1,Set 1,9,false,false,Source song UUID 673308e4-2d5b-41b5-b729-10aae91d04aa; source label 'Keep Rolling By'.,gdshowsdb,673308e4-2d5b-41b5-b729-10aae91d04aa
gd-1966-07-03-minglewood-blues-2-1,gd-1966-07-03,song-minglewood-blues,2,Set 2,1,false,false,Source song UUID 3f5fec80-6022-4497-8979-91055ce62cdd; source label 'Minglewood Blues'.,gdshowsdb,3f5fec80-6022-4497-8979-91055ce62cdd
gd-1966-07-03-cold-rain-and-snow-2-2,gd-1966-07-03,song-cold-rain-and-snow,2,Set 2,2,false,false,Source song UUID f4f75b9e-ba48-4de1-9f75-9c202b1520b9; source label 'Cold Rain And Snow'.,gdshowsdb,f4f75b9e-ba48-4de1-9f75-9c202b1520b9
gd-1966-07-03-tastebud-2-3,gd-1966-07-03,song-tastebud,2,Set 2,3,false,false,Source song UUID 5a3644da-33bc-4163-b1e1-6c2f27d011d5; source label 'Tastebud'.,gdshowsdb,5a3644da-33bc-4163-b1e1-6c2f27d011d5
gd-1966-07-03-beat-it-on-down-the-line-2-4,gd-1966-07-03,song-beat-it-on-down-the-line,2,Set 2,4,false,false,Source song UUID 25539a65-e976-48da-b206-e55b55771752; source label 'Beat It On Down The Line'.,gdshowsdb,25539a65-e976-48da-b206-e55b55771752
gd-1966-07-03-cream-puff-war-2-5,gd-1966-07-03,song-cream-puff-war,2,Set 2,5,false,false,Source song UUID a94cfbf7-7d15-4bc0-a070-3cb892c2ef3e; source label 'Cream Puff War'.,gdshowsdb,a94cfbf7-7d15-4bc0-a070-3cb892c2ef3e
gd-1966-07-03-don-t-mess-up-a-good-thing-2-6,gd-1966-07-03,song-don-t-mess-up-a-good-thing,2,Set 2,6,false,false,"Source song UUID 503d9a7e-0794-45da-96c5-ac47e8b94604; source label ""Don't Mess Up A Good Thing"".",gdshowsdb,503d9a7e-0794-45da-96c5-ac47e8b94604
gd-1966-07-03-cardboard-cowboy-2-7,gd-1966-07-03,song-cardboard-cowboy,2,Set 2,7,false,false,Source song UUID bbd208ed-56e9-47b0-94b2-507734974629; source label 'Cardboard Cowboy'.,gdshowsdb,bbd208ed-56e9-47b0-94b2-507734974629
gd-1966-07-03-gangster-of-love-2-8,gd-1966-07-03,song-gangster-of-love,2,Set 2,8,false,false,Source song UUID 3cc205a5-4486-4186-9c02-f5c5b9476a8d; source label 'Gangster Of Love'.,gdshowsdb,3cc205a5-4486-4186-9c02-f5c5b9476a8d
